Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_EMPHYSEMA,365,-0.018 [-0.020--0.02],3.652e-45,***,Emphysema,Respiratory
M13_POSTOPMUSCULOSKE,86,-0.019 [-0.026--0.01],2.414e-04,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
D3_WHITEBLOODCELLNAS,70,-0.020 [-0.025--0.01],1.347e-07,***,Other and unspecified disorders of white blood cells,Blood and immune
J10_UPPERDIS,4085,-0.020 [-0.026--0.01],1.915e-04,***,Other diseases of upper respiratory tract,Respiratory
O15_GESTAT_HYPERT,476,-0.020 [-0.027--0.01],0.002,**,Gestational [pregnancy-induced] hypertension,Pregnancy
COPD_EARLY,512,-0.020 [-0.023--0.02],2.198e-46,***,Early onset COPD,Respiratory
K11_DIVERTIC,4845,-0.021 [-0.024--0.02],6.249e-30,***,Diverticular disease of intestine,Digestive
K11_OTHGASTR,253,-0.022 [-0.030--0.02],1.693e-04,***,Other gastritis (incl. Duodenitis),Digestive
I9_ABAORTANEUR,210,-0.023 [-0.028--0.02],7.099e-10,***,Abdominal aortic aneurysm (AAA),Circulatory
AB1_BACT_INTEST_OTH,357,-0.023 [-0.030--0.02],9.561e-05,***,Other bacterial intestinal infections,Infectious and parasitic
K11_VENTHER,1063,-0.024 [-0.028--0.02],2.238e-24,***,Ventral hernia,Digestive
M13_HALLUXVALGUS,3980,-0.025 [-0.028--0.02],5.251e-39,***,Hallux valgus (acquired),Musculoskeletal
H8_HL_PRESBY,136,-0.026 [-0.031--0.02],2.800e-13,***,Presbycusis,Ear and mastoid
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.027 [-0.032--0.02],3.715e-19,***,Viral and other specified intestinal infections,Infectious and parasitic
M13_FIBROMYALGIA,102,-0.027 [-0.035--0.02],4.522e-07,***,Fibromyalgia,Musculoskeletal
M13_OSTEOMYELITIS,308,-0.027 [-0.034--0.02],6.473e-10,***,Osteomyelitis,Musculoskeletal
J10_PLEURPLAGUE,310,-0.028 [-0.031--0.02],7.003e-77,***,Pleural plaque,Respiratory
N14_ENDOMETRIOSIS_UTERUS,193,-0.028 [-0.033--0.02],1.513e-21,***,Adenomyosis (Endometriosis of uterus),Genitourinary
I9_HEARTFAIL,682,-0.029 [-0.036--0.02],2.806e-10,***,"Heart failure, strict",Circulatory
M13_TENDOSYNOVITISNAS,236,-0.029 [-0.037--0.02],4.373e-10,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
K11_HERNIA,6152,-0.030 [-0.034--0.03],5.985e-47,***,Hernia,Digestive
N14_BREAST,659,-0.031 [-0.036--0.03],4.263e-22,***,Disorders of breast,Genitourinary
H7_BLEPHAROCHALASIS,155,-0.031 [-0.042--0.02],0.001,**,Blepharochalasis,Eye and adnexa
C_DIFFICILE_ENTEROCOLITIS,2693,-0.032 [-0.034--0.03],8.015e-222,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
C3_HEPATOCELLU_CARC,441,-0.032 [-0.035--0.03],1.586e-105,***,Hepatocellular carcinoma,Neoplasms
K11_ENERCOLNONINF,4471,-0.034 [-0.039--0.03],2.958e-40,***,Noninfective enteritis and colitis,Digestive
O15_LABOUR_MALPOS,202,-0.034 [-0.042--0.03],2.859e-12,***,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
H7_PTOSIS,64,-0.034 [-0.043--0.03],8.689e-11,***,Ptosis of eyelid,Eye and adnexa
M13_CALCIFICTEND,177,-0.035 [-0.038--0.03],2.087e-71,***,Calcific tendinitis of shoulder,Musculoskeletal
C3_CLL_WIDE,431,-0.036 [-0.039--0.03],2.560e-113,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
J10_PNEUMOTHORAX,46,-0.036 [-0.044--0.03],1.798e-12,***,Pneumothorax,Respiratory
N14_OTHNONINFUTER,645,-0.037 [-0.040--0.03],2.506e-71,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
I9_THAORTANEUR,1182,-0.037 [-0.041--0.03],2.105e-69,***,Thoracic aortic aneurysm,Circulatory
N14_BENIGNMAMDYSP,134,-0.037 [-0.044--0.03],2.262e-24,***,Benign mammary dysplasia,Genitourinary
AB1_ZOSTER,268,-0.037 [-0.043--0.03],2.105e-37,***,Zoster [herpes zoster],Infectious and parasitic
K11_FIBROCHIRLIV,942,-0.037 [-0.040--0.03],3.503e-115,***,Fibrosis and cirrhosis of liver,Digestive
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,-0.039 [-0.044--0.03],3.734e-37,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
J10_SEPTDEV,498,-0.042 [-0.052--0.03],3.995e-09,***,Deviated nasal septum,Respiratory
N14_FEMALEGENNONINF,279,-0.042 [-0.057--0.03],0.028,*,Noninflammatory disorders of female genital tract,Genitourinary
J10_CHRONTONSADEN,5827,-0.042 [-0.046--0.04],5.995e-78,***,Chronic diseases of tonsils and adenoids,Respiratory
N14_MESNRUIRREG,1548,-0.042 [-0.053--0.03],1.425e-10,***,"Excessive, frequent and irregular menstruation",Genitourinary
L12_INFECT_SKIN,518,-0.042 [-0.056--0.03],6.626e-05,***,Infections of the skin and subcutaneous tissue,Skin
CHIRHEP_NAS,355,-0.044 [-0.048--0.04],8.460e-94,***,"Cirrhosis of liver, NAS",Digestive
I9_AORTANEUR,1277,-0.044 [-0.049--0.04],2.348e-56,***,Aortic aneurysm,Circulatory
K11_FISTULA,485,-0.045 [-0.049--0.04],1.803e-93,***,Colonic or urogenital fistula,Digestive
E4_MINERAL_MET,806,-0.045 [-0.048--0.04],2.028e-278,***,Disorders of mineral metabolism,Endocrine and metabolic
K11_LIVER,812,-0.045 [-0.055--0.04],1.223e-16,***,Diseases of liver,Digestive
N14_URINOTH,1485,-0.046 [-0.060--0.03],5.886e-05,***,Other diseases of urinary system,Genitourinary
H7_CATARACTSENILE,4936,-0.048 [-0.054--0.04],1.163e-48,***,Senile cataract,Eye and adnexa
M13_SYNOTEND,1267,-0.050 [-0.056--0.04],2.220e-49,***,Disorders of synovium and tendon,Musculoskeletal
D3_ANAEMIA_IRONDEF_NAS,859,-0.050 [-0.056--0.04],2.589e-56,***,Other and unspecified iron deficiency,Blood and immune
I9_VARICVEOES,203,-0.052 [-0.055--0.05],3.739e-277,***,Oesophageal varices,Circulatory
E4_PCOS_CONCORTIUM,205,-0.053 [-0.068--0.04],8.105e-07,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
NAFLD,505,-0.053 [-0.060--0.05],6.664e-43,***,Nonalcoholic fatty liver disease,Digestive
N14_ORHCEPINDIDYMITIS,99,-0.053 [-0.067--0.04],8.031e-09,***,Orchitis and epididymitis,Genitourinary
O15_PREG_OTHER_MAT_DISORD,1961,-0.053 [-0.060--0.05],1.041e-60,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_SOFTTISSUEOTH,600,-0.054 [-0.069--0.04],1.351e-06,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
CD2_LYMPHOID_LEUKAEMIA,767,-0.054 [-0.057--0.05],2.705e-293,***,Lymphoid leukaemia,Neoplasms
N14_MENORRHAGIA,717,-0.061 [-0.070--0.05],9.132e-35,***,Menorrhagia,Genitourinary
O15_PREG_MATERN_CARE,41,-0.064 [-0.078--0.05],2.405e-12,***,Maternal care for other conditions predominantly related to pregnancy,Pregnancy
J10_PLEURA,140,-0.067 [-0.079--0.06],5.032e-24,***,Other diseases of pleura,Respiratory
N14_OVARYCYST,986,-0.071 [-0.076--0.07],1.761e-144,***,Ovarian cyst,Genitourinary
N14_ABNORMALBLEED,19,-0.075 [-0.099--0.05],3.113e-04,***,Other abnormal uterine and vaginal bleeding,Genitourinary
CD2_BENIGN_TRANSVERSE_COLON,6,-0.077 [-0.103--0.05],6.458e-04,***,Benign neoplasm: Transverse colon,Neoplasms
M13_ARTHROSIS_OTH,570,-0.078 [-0.107--0.05],0.040,*,Other arthrosis,Musculoskeletal
M13_HAMMERTOE,331,-0.078 [-0.089--0.07],1.701e-38,***,Other hammer toe(s) (acquired),Musculoskeletal
M13_MYALGIA,253,-0.080 [-0.094--0.07],3.794e-24,***,Myalgia,Musculoskeletal
N14_MENSIRREG,59,-0.083 [-0.099--0.07],4.431e-18,***,Irregular menses,Genitourinary
C3_BILIARY_GALLBLADDER,192,-0.084 [-0.088--0.08],7.468e-254,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
H8_NONSUPPNAS,1145,-0.084 [-0.089--0.08],1.318e-244,***,Nonsuppurative otitis media,Ear and mastoid
M13_SCIATICA,658,-0.087 [-0.099--0.07],1.125e-37,***,Sciatica+with lumbago,Musculoskeletal
K11_INTESTOTH,398,-0.087 [-0.101--0.07],6.193e-29,***,Other diseases of intestines,Digestive
F5_DEPRESSIO,2165,-0.089 [-0.096--0.08],6.741e-113,***,Depression,Mental and behavioural
H7_CHALAZION,671,-0.099 [-0.105--0.09],6.272e-207,***,Chalazion,Eye and adnexa
K11_DISLIVOTH,287,-0.102 [-0.110--0.09],6.947e-141,***,Other diseases of liver,Digestive
N14_PROSTHYPERPLA,3795,-0.123 [-0.128--0.12],1.000e-315,***,Hyperplasia of prostate,Genitourinary
KRA_PSY_ANYMENTAL,2504,-0.165 [-0.181--0.15],1.287e-81,***,Any mental disorder,Mental and behavioural
K11_BILIAOTH,6,-0.211 [-0.238--0.18],2.235e-45,***,Other diseases of biliary tract,Digestive
N14_CYSTITIS,693,-0.226 [-0.236--0.22],1.000e-315,***,Cystitis,Genitourinary
N14_MALEGEN,1375,-0.231 [-0.241--0.22],1.000e-315,***,Diseases of male genital organs,Genitourinary
E4_HYPERLIPMIX,365,-0.236 [-0.262--0.21],3.176e-64,***,Mixed hyperlipidaemia,Endocrine and metabolic
