Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
KRA_PSY_SPEELING,150,-0.019 [-0.024--0.01],4.985e-05,***,Speech and linguistic disorders,Mental and behavioural
N14_DIALYSIS,1620,-0.019 [-0.021--0.02],1.001e-87,***,Dialysis,Genitourinary
H8_EXT_NAS,170,-0.020 [-0.027--0.01],0.016,*,"Otitis externa, unspecified",Ear and mastoid
I9_AORTANEUR,1277,-0.020 [-0.023--0.02],4.455e-42,***,Aortic aneurysm,Circulatory
CD2_BENIGN_LEIOMYOMA_UTERI,9079,-0.020 [-0.022--0.02],2.440e-102,***,Leiomyoma of uterus,Neoplasms
J10_EMPHYSEMA,365,-0.020 [-0.023--0.02],2.907e-54,***,Emphysema,Respiratory
K11_DIVERTIC,4845,-0.021 [-0.024--0.02],1.109e-28,***,Diverticular disease of intestine,Digestive
K11_PERITONITIS,161,-0.021 [-0.025--0.02],5.089e-18,***,Acute peritonitis,Digestive
M13_FIBROMYALGIA,102,-0.022 [-0.029--0.01],5.207e-04,***,Fibromyalgia,Musculoskeletal
K11_GASTRODUOULC,227,-0.022 [-0.030--0.02],2.509e-04,***,Gastroduodenal ulcer,Digestive
H8_HL_PRESBY,136,-0.024 [-0.030--0.02],5.491e-10,***,Presbycusis,Ear and mastoid
COPD_EARLY,512,-0.024 [-0.027--0.02],4.085e-65,***,Early onset COPD,Respiratory
K11_FIBROCHIRLIV,942,-0.025 [-0.029--0.02],8.272e-25,***,Fibrosis and cirrhosis of liver,Digestive
H7_RETINALDETACHBREAK,53,-0.025 [-0.034--0.02],0.026,*,Retinal detachment with retinal break,Eye and adnexa
M13_POSTOPMUSCULOSKE,86,-0.026 [-0.033--0.02],1.044e-07,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
N14_CALCUKIDUR,1321,-0.027 [-0.030--0.02],4.363e-41,***,Calculus of kidney and ureter,Genitourinary
N14_ENDOMETRIOSIS_UTERUS,193,-0.027 [-0.032--0.02],4.607e-18,***,Adenomyosis (Endometriosis of uterus),Genitourinary
J10_PNEUMOTHORAX,46,-0.027 [-0.035--0.02],2.287e-06,***,Pneumothorax,Respiratory
I9_OTHARR,798,-0.028 [-0.035--0.02],1.582e-11,***,Other arrhythmias,Circulatory
K11_HERNIA,6152,-0.028 [-0.033--0.02],7.977e-30,***,Hernia,Digestive
O15_MATERN_CARE_OTHER,240,-0.028 [-0.038--0.02],0.001,**,Maternal care for other known or suspected fetal problems,Pregnancy
N14_BREAST,659,-0.029 [-0.036--0.02],4.136e-12,***,Disorders of breast,Genitourinary
AB1_ZOSTER,268,-0.029 [-0.036--0.02],1.358e-15,***,Zoster [herpes zoster],Infectious and parasitic
M13_DEFORMDORSO,171,-0.030 [-0.040--0.02],0.002,**,Deforming dorsopathies,Musculoskeletal
M13_CALCIFICTEND,177,-0.031 [-0.034--0.03],2.080e-64,***,Calcific tendinitis of shoulder,Musculoskeletal
CD2_BENIGN_MELANOCYTIC,521,-0.031 [-0.040--0.02],5.561e-06,***,Melanocytic naevi,Neoplasms
H8_EXTOTITIS,1164,-0.032 [-0.037--0.03],2.518e-34,***,Otitis externa,Ear and mastoid
J10_CHRONSINUSITIS,3550,-0.033 [-0.037--0.03],1.304e-52,***,Chronic sinusitis,Respiratory
N14_OTHNONINFUTER,645,-0.034 [-0.037--0.03],8.797e-75,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
C3_CLL_WIDE,431,-0.035 [-0.038--0.03],5.246e-131,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
L12_CORNSANDCALLOS,491,-0.035 [-0.038--0.03],3.645e-133,***,Corns and callosities,Skin
M13_OSTEOMYELITIS,308,-0.036 [-0.042--0.03],4.248e-28,***,Osteomyelitis,Musculoskeletal
H7_PTOSIS,64,-0.040 [-0.048--0.03],3.502e-14,***,Ptosis of eyelid,Eye and adnexa
I9_HEARTFAIL,682,-0.040 [-0.049--0.03],2.952e-17,***,"Heart failure, strict",Circulatory
M13_MYALGIA,253,-0.042 [-0.051--0.03],2.766e-14,***,Myalgia,Musculoskeletal
CD2_BENIGN_MELANOCYTIC_TRUNK,183,-0.042 [-0.046--0.04],1.334e-64,***,Melanocytic naevi of trunk,Neoplasms
E4_PCOS_CONCORTIUM,205,-0.042 [-0.058--0.03],0.030,*,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
E4_MINERAL_MET,806,-0.042 [-0.045--0.04],4.139e-235,***,Disorders of mineral metabolism,Endocrine and metabolic
N14_BENIGNMAMDYSP,134,-0.045 [-0.052--0.04],3.669e-34,***,Benign mammary dysplasia,Genitourinary
I9_ARTOTH,187,-0.047 [-0.052--0.04],2.118e-68,***,Other diseases of arteries and capillaries,Circulatory
L12_FOLICULAROTH,12,-0.047 [-0.063--0.03],8.750e-04,***,Other follicular disorders,Skin
CD2_LYMPHOID_LEUKAEMIA,767,-0.049 [-0.052--0.05],1.003e-213,***,Lymphoid leukaemia,Neoplasms
J10_PLEURA,140,-0.050 [-0.062--0.04],1.668e-10,***,Other diseases of pleura,Respiratory
M13_HALLUXVALGUS,3980,-0.051 [-0.055--0.05],2.846e-119,***,Hallux valgus (acquired),Musculoskeletal
N14_ORHCEPINDIDYMITIS,99,-0.054 [-0.069--0.04],1.409e-06,***,Orchitis and epididymitis,Genitourinary
O15_MATERN_CARE_PELVIC_ABNORM,86,-0.056 [-0.069--0.04],9.900e-11,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
F5_ANXIETY,71,-0.057 [-0.076--0.04],0.002,**,Other anxiety disorders,Mental and behavioural
N14_MENORRHAGIA,717,-0.058 [-0.067--0.05],3.999e-31,***,Menorrhagia,Genitourinary
N14_OVARYCYST,986,-0.059 [-0.063--0.05],7.071e-121,***,Ovarian cyst,Genitourinary
H8_EXTERNAL,828,-0.060 [-0.064--0.06],2.083e-156,***,Diseases of external ear,Ear and mastoid
M13_TENDOSYNOVITISNAS,236,-0.060 [-0.065--0.06],3.465e-125,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
J10_CHRONTONSADEN,5827,-0.060 [-0.064--0.06],1.110e-193,***,Chronic diseases of tonsils and adenoids,Respiratory
L12_DISORDSKINAPPENDIX,424,-0.062 [-0.069--0.05],1.347e-57,***,Disorders of skin appendages,Skin
J10_SEPTDEV,498,-0.065 [-0.080--0.05],1.021e-12,***,Deviated nasal septum,Respiratory
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.065 [-0.071--0.06],3.384e-118,***,Viral and other specified intestinal infections,Infectious and parasitic
M13_SCIATICA,658,-0.065 [-0.078--0.05],6.568e-18,***,Sciatica+with lumbago,Musculoskeletal
H8_NONSUPPNAS,1145,-0.066 [-0.070--0.06],4.649e-156,***,Nonsuppurative otitis media,Ear and mastoid
J10_UPPERDIS,4085,-0.069 [-0.076--0.06],1.981e-84,***,Other diseases of upper respiratory tract,Respiratory
N14_MENSIRREG,59,-0.070 [-0.087--0.05],1.457e-10,***,Irregular menses,Genitourinary
M13_ENTESOPATHYOTH,48,-0.071 [-0.090--0.05],1.830e-07,***,Other enthesopathies,Musculoskeletal
K11_FISTULA,485,-0.073 [-0.077--0.07],2.268e-232,***,Colonic or urogenital fistula,Digestive
K11_ORAL,489,-0.077 [-0.105--0.05],0.013,*,"Diseases of oral cavity, salivary glands and jaws",Digestive
K11_INTESTOTH,398,-0.078 [-0.092--0.06],2.709e-23,***,Other diseases of intestines,Digestive
C_DIFFICILE_ENTEROCOLITIS,2693,-0.079 [-0.082--0.08],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
N14_CHRONEPHROPATH,18,-0.083 [-0.094--0.07],8.889e-43,***,Chronic nephritic syndrome,Genitourinary
L12_INFECT_SKIN,518,-0.086 [-0.100--0.07],1.107e-31,***,Infections of the skin and subcutaneous tissue,Skin
K11_BILIAOTH,6,-0.087 [-0.115--0.06],7.186e-04,***,Other diseases of biliary tract,Digestive
M13_SOFTTISSUEOTH,600,-0.090 [-0.103--0.08],2.236e-35,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
O15_PREG_OTHER_MAT_DISORD,1961,-0.093 [-0.101--0.09],2.036e-122,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
AB1_OTHER_BACTERIAL,478,-0.096 [-0.129--0.06],0.004,**,Other bacterial diseases,Infectious and parasitic
AB1_BACT_INTEST_OTH,357,-0.097 [-0.105--0.09],5.553e-116,***,Other bacterial intestinal infections,Infectious and parasitic
M13_SYNOTEND,1267,-0.100 [-0.107--0.09],2.181e-193,***,Disorders of synovium and tendon,Musculoskeletal
M13_HAMMERTOE,331,-0.105 [-0.121--0.09],7.390e-31,***,Other hammer toe(s) (acquired),Musculoskeletal
H7_CHALAZION,671,-0.118 [-0.125--0.11],7.852e-232,***,Chalazion,Eye and adnexa
J10_INFLUPNEU,534,-0.125 [-0.138--0.11],4.260e-76,***,Influenza and pneumonia,Respiratory
F5_DEPRESSIO,2165,-0.132 [-0.141--0.12],4.453e-180,***,Depression,Mental and behavioural
J10_UPPERINFEC,1002,-0.142 [-0.155--0.13],4.980e-84,***,Acute upper respiratory infections,Respiratory
N14_PROSTHYPERPLA,3795,-0.154 [-0.159--0.15],1.000e-315,***,Hyperplasia of prostate,Genitourinary
J10_ACUTEUPPERINFEC,241,-0.156 [-0.182--0.13],1.975e-25,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_URINOTH,1485,-0.211 [-0.230--0.19],3.475e-106,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,-0.245 [-0.277--0.21],8.736e-47,***,Mixed hyperlipidaemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,-0.249 [-0.266--0.23],1.491e-170,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,-0.280 [-0.293--0.27],1.000e-315,***,Diseases of male genital organs,Genitourinary
N14_CYSTITIS,693,-0.429 [-0.440--0.42],1.000e-315,***,Cystitis,Genitourinary
