Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
CD2_LYMPHOID_LEUKAEMIA,767,-0.023 [-0.025--0.02],9.466e-78,***,Lymphoid leukaemia,Neoplasms
F5_PTSD,319,-0.023 [-0.030--0.02],8.958e-05,***,Post-traumatic stress disorder,Mental and behavioural
INFLUENZA,139,-0.025 [-0.032--0.02],3.867e-05,***,All influenza (not pneumonia),Respiratory
CHIRHEP_NAS,355,-0.025 [-0.031--0.02],1.882e-12,***,"Cirrhosis of liver, NAS",Digestive
G6_NEUROOTH,37,-0.025 [-0.035--0.02],0.013,*,Other disorders of nervous system,Nervous
CD2_INSITU_BREAST_INTRADUCTAL,179,-0.027 [-0.034--0.02],1.441e-06,***,"Carcinoma in situ of breast, intraductal",Neoplasms
N14_CALCUKIDUR,1321,-0.027 [-0.030--0.02],4.087e-50,***,Calculus of kidney and ureter,Genitourinary
M13_FIBROMYALGIA,102,-0.027 [-0.035--0.02],8.819e-08,***,Fibromyalgia,Musculoskeletal
M13_OSTEOMYELITIS,308,-0.027 [-0.031--0.02],8.704e-43,***,Osteomyelitis,Musculoskeletal
H8_HL_PRESBY,136,-0.028 [-0.034--0.02],4.660e-14,***,Presbycusis,Ear and mastoid
ASTHMA_NAS,3913,-0.028 [-0.031--0.02],1.446e-75,***,"Asthma, unspecified (mode)",Respiratory
K11_PERITONITIS,161,-0.028 [-0.032--0.02],8.362e-39,***,Acute peritonitis,Digestive
O15_LABOUR_MALPOS,202,-0.029 [-0.038--0.02],3.471e-05,***,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
K11_FISTULA,485,-0.032 [-0.036--0.03],1.573e-40,***,Colonic or urogenital fistula,Digestive
N14_BENIGNMAMDYSP,134,-0.032 [-0.040--0.02],1.144e-10,***,Benign mammary dysplasia,Genitourinary
K11_FIBROCHIRLIV,942,-0.032 [-0.036--0.03],1.053e-56,***,Fibrosis and cirrhosis of liver,Digestive
I9_VARICVEOES,203,-0.033 [-0.040--0.03],2.293e-14,***,Oesophageal varices,Circulatory
J10_CHRONSINUSITIS,3550,-0.033 [-0.036--0.03],4.861e-104,***,Chronic sinusitis,Respiratory
N14_CHRONEPHROPATH,18,-0.033 [-0.045--0.02],0.002,**,Chronic nephritic syndrome,Genitourinary
L12_CORNSANDCALLOS,491,-0.034 [-0.036--0.03],8.663e-182,***,Corns and callosities,Skin
N14_ORHCEPINDIDYMITIS,99,-0.034 [-0.046--0.02],0.006,**,Orchitis and epididymitis,Genitourinary
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,-0.034 [-0.040--0.03],4.347e-32,***,Melanocytic naevi of scalp and neck,Neoplasms
KRA_PSY_SPEELING,150,-0.034 [-0.040--0.03],1.144e-25,***,Speech and linguistic disorders,Mental and behavioural
N14_ENDOMETRIOSIS_UTERUS,193,-0.036 [-0.041--0.03],3.366e-33,***,Adenomyosis (Endometriosis of uterus),Genitourinary
AB1_ZOSTER,268,-0.038 [-0.043--0.03],5.958e-39,***,Zoster [herpes zoster],Infectious and parasitic
M13_IMPINGEMENT,202,-0.039 [-0.052--0.03],0.004,**,Impingement syndrome of shoulder,Musculoskeletal
J10_SEPTDEV,498,-0.039 [-0.049--0.03],1.541e-08,***,Deviated nasal septum,Respiratory
H7_CATARACTSENILE,4936,-0.039 [-0.044--0.03],1.692e-61,***,Senile cataract,Eye and adnexa
H8_EXTERNAL,828,-0.040 [-0.044--0.04],1.521e-69,***,Diseases of external ear,Ear and mastoid
L12_DISORDSKINAPPENDIX,424,-0.042 [-0.049--0.03],1.189e-24,***,Disorders of skin appendages,Skin
O15_PREG_MATERN_CARE,41,-0.044 [-0.059--0.03],0.006,**,Maternal care for other conditions predominantly related to pregnancy,Pregnancy
E4_MINERAL_MET,806,-0.044 [-0.047--0.04],2.421e-222,***,Disorders of mineral metabolism,Endocrine and metabolic
CD2_BENIGN_LIPOMATOUS,198,-0.045 [-0.058--0.03],1.012e-05,***,Benign lipomatous neoplasm,Neoplasms
J10_CHRONTONSADEN,5827,-0.045 [-0.049--0.04],1.844e-105,***,Chronic diseases of tonsils and adenoids,Respiratory
AB1_INTESTINAL_INFECTIONS,954,-0.046 [-0.060--0.03],1.611e-05,***,Intestinal infectious diseases,Infectious and parasitic
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,-0.047 [-0.051--0.04],5.031e-91,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
O15_MATERN_CARE_OTHER,240,-0.048 [-0.056--0.04],8.068e-23,***,Maternal care for other known or suspected fetal problems,Pregnancy
K11_INTESTOTH,398,-0.050 [-0.066--0.03],1.950e-04,***,Other diseases of intestines,Digestive
CD2_BENIGN_MELANOCYTIC,521,-0.051 [-0.061--0.04],1.863e-20,***,Melanocytic naevi,Neoplasms
M13_OSTEOCHONDRO,166,-0.052 [-0.069--0.03],6.144e-04,***,Osteopathies and chondropathies,Musculoskeletal
N14_URINOTH,1485,-0.052 [-0.063--0.04],8.481e-17,***,Other diseases of urinary system,Genitourinary
G6_POLYOTHUNS,107,-0.053 [-0.064--0.04],6.478e-16,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.053 [-0.058--0.05],2.299e-133,***,Viral and other specified intestinal infections,Infectious and parasitic
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,-0.055 [-0.063--0.05],1.450e-36,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
I9_ARTOTH,187,-0.059 [-0.064--0.05],8.184e-108,***,Other diseases of arteries and capillaries,Circulatory
L12_INFECT_SKIN,518,-0.059 [-0.069--0.05],7.264e-28,***,Infections of the skin and subcutaneous tissue,Skin
H7_CHALAZION,671,-0.060 [-0.067--0.05],2.969e-66,***,Chalazion,Eye and adnexa
N14_MENORRHAGIA,717,-0.061 [-0.069--0.05],3.712e-43,***,Menorrhagia,Genitourinary
J10_CHRONRHINITIS,12,-0.061 [-0.083--0.04],0.011,*,"Chronic rhinitis, nasopharyngitis and pharyngitis",Respiratory
N14_MENOPAUSOT,49,-0.061 [-0.076--0.05],3.420e-10,***,Other menopausal disorders,Genitourinary
N14_OTHNONINFUTER,645,-0.061 [-0.065--0.06],8.029e-189,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
J10_PLEURPLAGUE,310,-0.066 [-0.069--0.06],1.000e-315,***,Pleural plaque,Respiratory
N14_MESNRUIRREG,1548,-0.067 [-0.076--0.06],3.402e-48,***,"Excessive, frequent and irregular menstruation",Genitourinary
M13_HAMMERTOE,331,-0.069 [-0.080--0.06],4.984e-29,***,Other hammer toe(s) (acquired),Musculoskeletal
H8_NONSUPPNAS,1145,-0.073 [-0.077--0.07],2.974e-289,***,Nonsuppurative otitis media,Ear and mastoid
J10_UPPERDIS,4085,-0.074 [-0.080--0.07],1.980e-120,***,Other diseases of upper respiratory tract,Respiratory
M13_TENDOSYNOVITISNAS,236,-0.075 [-0.080--0.07],1.561e-189,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
E4_PCOS_CONCORTIUM,205,-0.075 [-0.092--0.06],1.639e-12,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
O15_PREG_OTHER_MAT_DISORD,1961,-0.076 [-0.081--0.07],4.757e-158,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
CD2_BENIGN_MELANOCYTIC_TRUNK,183,-0.076 [-0.082--0.07],1.103e-113,***,Melanocytic naevi of trunk,Neoplasms
N14_OVARYCYST,986,-0.080 [-0.085--0.07],7.204e-188,***,Ovarian cyst,Genitourinary
D3_ANAEMIA_IRONDEF_NAS,859,-0.081 [-0.087--0.07],2.007e-118,***,Other and unspecified iron deficiency,Blood and immune
M13_SYNOTEND,1267,-0.084 [-0.088--0.08],2.153e-268,***,Disorders of synovium and tendon,Musculoskeletal
O15_DELIV_CAESAR,82,-0.091 [-0.106--0.08],3.439e-26,***,Single delivery by caesarean section,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,-0.093 [-0.106--0.08],1.038e-34,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_SOFTTISSUEOTH,600,-0.095 [-0.111--0.08],8.141e-23,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
F5_DEPRESSIO,2165,-0.101 [-0.109--0.09],2.756e-147,***,Depression,Mental and behavioural
N14_FEMALEGENNONINF,279,-0.101 [-0.117--0.09],1.730e-29,***,Noninflammatory disorders of female genital tract,Genitourinary
J10_INFLUPNEU,534,-0.105 [-0.116--0.09],1.820e-80,***,Influenza and pneumonia,Respiratory
AB1_OTHER_BACTERIAL,478,-0.108 [-0.123--0.09],3.929e-35,***,Other bacterial diseases,Infectious and parasitic
N14_ABNORMALBLEED,19,-0.108 [-0.133--0.08],2.464e-11,***,Other abnormal uterine and vaginal bleeding,Genitourinary
ALCOHOLACUTE10,1,-0.110 [-0.144--0.08],8.593e-05,***,"Acute alcohol intoxication, ICD10",Mental and behavioural
M13_SCIATICA,658,-0.111 [-0.125--0.10],1.608e-53,***,Sciatica+with lumbago,Musculoskeletal
O15_LABOUR_FETAL_STRESS,65,-0.116 [-0.130--0.10],7.230e-54,***,Labour and delivery complicated by fetal stress [distress],Pregnancy
M13_LIMBPAIN,197,-0.118 [-0.158--0.08],0.001,**,Pain in limb,Musculoskeletal
N14_PROSTHYPERPLA,3795,-0.123 [-0.127--0.12],1.000e-315,***,Hyperplasia of prostate,Genitourinary
J10_UPPERINFEC,1002,-0.130 [-0.139--0.12],1.128e-189,***,Acute upper respiratory infections,Respiratory
N14_MENSIRREG,59,-0.131 [-0.148--0.11],5.344e-45,***,Irregular menses,Genitourinary
K11_BILIAOTH,6,-0.138 [-0.167--0.11],3.863e-15,***,Other diseases of biliary tract,Digestive
J10_ACUTEUPPERINFEC,241,-0.138 [-0.158--0.12],1.100e-39,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
E4_HYPERLIPMIX,365,-0.177 [-0.201--0.15],1.290e-42,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_CYSTITIS,693,-0.185 [-0.197--0.17],2.045e-180,***,Cystitis,Genitourinary
N14_MALEGEN,1375,-0.212 [-0.221--0.20],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,-0.217 [-0.229--0.20],1.550e-250,***,Any mental disorder,Mental and behavioural
