Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
M13_MENISCUSDERANGEMENTS,937,-0.029 [-0.035--0.02],9.131e-17,***,Meniscus derangement,Musculoskeletal
N14_CHRONEPHROPATH,18,-0.030 [-0.041--0.02],0.021,*,Chronic nephritic syndrome,Genitourinary
L12_PILONIDALCYST,217,-0.031 [-0.035--0.03],1.252e-47,***,Pilonidal cyst,Skin
AB1_BACT_INTEST_OTH,357,-0.032 [-0.037--0.03],1.328e-26,***,Other bacterial intestinal infections,Infectious and parasitic
H7_CATARACTOTHER,4338,-0.032 [-0.037--0.03],3.985e-47,***,Other cataract,Eye and adnexa
K11_FIBROCHIRLIV,942,-0.034 [-0.036--0.03],1.000e-315,***,Fibrosis and cirrhosis of liver,Digestive
H7_BLEPHAROCHALASIS,155,-0.035 [-0.046--0.02],5.927e-05,***,Blepharochalasis,Eye and adnexa
ASTHMA_NAS,3913,-0.035 [-0.037--0.03],2.814e-175,***,"Asthma, unspecified (mode)",Respiratory
E4_MINERAL_MET,806,-0.035 [-0.038--0.03],3.091e-115,***,Disorders of mineral metabolism,Endocrine and metabolic
NAFLD,505,-0.035 [-0.040--0.03],2.664e-46,***,Nonalcoholic fatty liver disease,Digestive
N14_MENORRHAGIA,717,-0.035 [-0.041--0.03],3.174e-27,***,Menorrhagia,Genitourinary
J10_CHRONSINUSITIS,3550,-0.035 [-0.038--0.03],3.354e-233,***,Chronic sinusitis,Respiratory
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,-0.036 [-0.042--0.03],7.521e-31,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
IPF,3405,-0.036 [-0.037--0.04],1.000e-315,***,Idiopathic pulmonary fibrosis,Respiratory
I9_SAH,322,-0.037 [-0.040--0.03],1.817e-114,***,Subarachnoid haemorrhage,Circulatory
M13_MYALGIA,253,-0.037 [-0.044--0.03],3.486e-20,***,Myalgia,Musculoskeletal
N14_BENIGNMAMDYSP,134,-0.039 [-0.047--0.03],6.815e-15,***,Benign mammary dysplasia,Genitourinary
E4_PCOS_CONCORTIUM,205,-0.040 [-0.053--0.03],4.756e-04,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
H7_EYELIDDIS,147,-0.041 [-0.054--0.03],0.002,**,Other disorders of eyelid,Eye and adnexa
M13_OSTEOPOROSIS,372,-0.041 [-0.047--0.04],1.064e-33,***,Osteoporosis,Musculoskeletal
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,-0.042 [-0.046--0.04],1.852e-124,***,Viral and other specified intestinal infections,Infectious and parasitic
K11_PERITONITIS,161,-0.044 [-0.048--0.04],3.773e-105,***,Acute peritonitis,Digestive
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,-0.046 [-0.049--0.04],1.388e-151,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
J10_UPPERDIS,4085,-0.047 [-0.052--0.04],1.380e-71,***,Other diseases of upper respiratory tract,Respiratory
AB1_ZOSTER,268,-0.047 [-0.052--0.04],5.242e-70,***,Zoster [herpes zoster],Infectious and parasitic
O15_PREG_OTHER_MAT_DISORD,1961,-0.049 [-0.053--0.05],6.416e-140,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
H8_NONSUPPNAS,1145,-0.050 [-0.053--0.05],1.179e-186,***,Nonsuppurative otitis media,Ear and mastoid
H8_HL_PRESBY,136,-0.050 [-0.056--0.04],1.479e-56,***,Presbycusis,Ear and mastoid
C3_BILIARY_GALLBLADDER,192,-0.051 [-0.054--0.05],7.472e-215,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
K11_PANCOTH,29,-0.051 [-0.063--0.04],3.386e-11,***,Other diseases of pancreas,Digestive
H7_VITRBODYGLOBE,276,-0.055 [-0.067--0.04],3.159e-15,***,Disorders of vitreous body,Eye and adnexa
I9_ARTOTH,187,-0.055 [-0.060--0.05],2.084e-97,***,Other diseases of arteries and capillaries,Circulatory
F5_ANXIETY,71,-0.056 [-0.075--0.04],0.004,**,Other anxiety disorders,Mental and behavioural
H8_EXTERNAL,828,-0.056 [-0.060--0.05],1.098e-163,***,Diseases of external ear,Ear and mastoid
G6_POLYOTHUNS,107,-0.056 [-0.069--0.04],1.179e-11,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
G6_PARKINSON,2693,-0.057 [-0.058--0.06],1.000e-315,***,Parkinson's disease,Nervous
AB1_INTESTINAL_INFECTIONS,954,-0.057 [-0.070--0.04],5.965e-13,***,Intestinal infectious diseases,Infectious and parasitic
M13_TENDOSYNOVITISNAS,236,-0.058 [-0.063--0.05],1.023e-117,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
H7_CHALAZION,671,-0.061 [-0.065--0.06],4.147e-202,***,Chalazion,Eye and adnexa
CD2_BENIGN_SIGMOID_COLON,29,-0.061 [-0.083--0.04],0.011,*,Benign neoplasm: Sigmoid colon,Neoplasms
K11_DISLIVOTH,287,-0.062 [-0.068--0.06],1.207e-79,***,Other diseases of liver,Digestive
J10_ACUTEUPPERINFEC,241,-0.062 [-0.075--0.05],1.040e-14,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
M13_SYNOTEND,1267,-0.063 [-0.067--0.06],4.162e-172,***,Disorders of synovium and tendon,Musculoskeletal
J10_INFLUPNEU,534,-0.064 [-0.075--0.05],1.580e-23,***,Influenza and pneumonia,Respiratory
H7_CATARACTSENILE,4936,-0.064 [-0.069--0.06],5.352e-111,***,Senile cataract,Eye and adnexa
K11_INTESTOTH,398,-0.074 [-0.090--0.06],5.183e-15,***,Other diseases of intestines,Digestive
CD2_BENIGN_TRANSVERSE_COLON,6,-0.075 [-0.101--0.05],0.006,**,Benign neoplasm: Transverse colon,Neoplasms
L12_ABSCESS_CUT,66,-0.076 [-0.090--0.06],8.254e-22,***,"Cutaneous abscess, furuncle and carbuncle",Skin
CD2_BENIGN_COLON_NOS,212,-0.082 [-0.095--0.07],1.269e-26,***,"Benign neoplasm: Colon, unspecified",Neoplasms
O15_MATERN_CARE_OTHER,240,-0.084 [-0.092--0.08],3.943e-94,***,Maternal care for other known or suspected fetal problems,Pregnancy
N14_CYSTITIS,693,-0.086 [-0.100--0.07],1.250e-30,***,Cystitis,Genitourinary
L12_INFECT_SKIN,518,-0.094 [-0.101--0.09],4.283e-148,***,Infections of the skin and subcutaneous tissue,Skin
F5_DEPRESSIO,2165,-0.099 [-0.106--0.09],1.126e-173,***,Depression,Mental and behavioural
J10_UPPERINFEC,1002,-0.100 [-0.107--0.09],6.976e-171,***,Acute upper respiratory infections,Respiratory
M13_OSTEOCHONDRO,166,-0.102 [-0.120--0.08],1.565e-22,***,Osteopathies and chondropathies,Musculoskeletal
M13_ROTATORCUFF,66,-0.103 [-0.133--0.07],1.645e-06,***,Rotator cuff syndrome,Musculoskeletal
N14_PROSTHYPERPLA,3795,-0.103 [-0.107--0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
AB1_OTHER_BACTERIAL,478,-0.105 [-0.125--0.08],1.456e-18,***,Other bacterial diseases,Infectious and parasitic
M13_RADICULOPATHY,15,-0.105 [-0.127--0.08],3.997e-15,***,Radiculopathy,Musculoskeletal
M13_SCIATICA,658,-0.121 [-0.131--0.11],1.002e-108,***,Sciatica+with lumbago,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,-0.127 [-0.140--0.11],4.938e-71,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
O15_DELIV_CAESAR,82,-0.130 [-0.145--0.12],2.423e-60,***,Single delivery by caesarean section,Pregnancy
N14_MALEGEN,1375,-0.175 [-0.184--0.17],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,-0.185 [-0.198--0.17],2.298e-176,***,Any mental disorder,Mental and behavioural
